displayName                                                                                                                                                                              detailedDescription                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         caption                                                                                description                                                                            documentLink                                                                                                                                                                                 id                                    label                                                                                                                                            learnMoreLink                                                                                                                                                                  recommendationImpact  retirementDate  retirementFeatureName  supportedResourceType
Upgrade to a newer offer of Virtual Machine image                                                                                                                                        Virtual Machines (VMs) in your subscription are running on images scheduled for deprecation. Once the image is deprecated, new VMs can't be created from the deprecated image.  To prevent disruption to your workloads, upgrade to a newer image. (VMRunningDeprecatedOfferLevelImage)                                                                                                                                                                                                                                                                     Upgrade your VM to alternative image offer                                             Upgrade your VM to alternative image offer                                             https://aka.ms/DeprecatedImagesFAQ                                                                                                                                                           937d85a4-11b2-4e13-a6b5-9e15e3d74d7b  Upgrade to a newer offer of Virtual Machine image                                                                                                https://aka.ms/DeprecatedImagesFAQ                                                                                                                                             High                  <nil>           <nil>                  microsoft.compute/virtualmachines
Upgrade to a newer SKU of Virtual Machine image                                                                                                                                          Virtual Machines (VMs) in your subscription are running on images scheduled for deprecation. Once the image is deprecated, new VMs can't be created from the deprecated image.  To prevent disruption to your workloads, upgrade to a newer image.                                                                                                                                                                                                                                                                                                          Upgrade your VM to alternative image plan                                              Upgrade your VM to alternative image plan                                              https://aka.ms/DeprecatedImagesFAQ                                                                                                                                                           681acf17-11c3-4bdd-8f71-da563c79094c  Upgrade to a newer SKU of Virtual Machine image                                                                                                  https://aka.ms/DeprecatedImagesFAQ                                                                                                                                             High                  <nil>           <nil>                  microsoft.compute/virtualmachines
Upgrade your VMSS to alternative image version                                                                                                                                           VMSS in your subscription are running on images that have been scheduled for deprecation. Once the image is deprecated, your VMSS workloads would no longer scale out. Upgrade to newer version of the image to prevent disruption to your workload.                                                                                                                                                                                                                                                                                                        Upgrade your VMSS to alternative image version                                         Upgrade your VMSS to alternative image version                                         https://aka.ms/DeprecatedImagesFAQ                                                                                                                                                           3b739bd1-c193-4bb6-a953-1362ee3b03b2  Upgrade your VMSS to alternative image version                                                                                                   https://aka.ms/DeprecatedImagesFAQ                                                                                                                                             High                  <nil>           <nil>                  microsoft.compute/virtualmachinescalesets
Upgrade your VMSS to alternative image offer                                                                                                                                             VMSS in your subscription are running on images that have been scheduled for deprecation. Once the image is deprecated, your VMSS workloads would no longer scale out. To prevent disruption to your workload, upgrade to newer offer of the image.                                                                                                                                                                                                                                                                                                         Upgrade your VMSS to alternative image Offer                                           Upgrade your VMSS to alternative image Offer                                           https://aka.ms/DeprecatedImagesFAQ                                                                                                                                                           3d18d7cd-bdec-4c68-9160-16a677d0f86a  Upgrade your VMSS to alternative image Offer                                                                                                     https://aka.ms/DeprecatedImagesFAQ                                                                                                                                             High                  <nil>           <nil>                  microsoft.compute/virtualmachinescalesets
Upgrade your VMSS to alternative image SKU                                                                                                                                               VMSS in your subscription are running on images that have been scheduled for deprecation. Once the image is deprecated, your VMSS workloads would no longer scale out. To prevent disruption to your workload, upgrade to newer SKU of the image.                                                                                                                                                                                                                                                                                                           Upgrade your VMSS to alternative image SKU                                             Upgrade your VMSS to alternative image SKU                                             https://aka.ms/DeprecatedImagesFAQ                                                                                                                                                           44abb62e-7789-4f2f-8001-fa9624cb3eb3  Upgrade your VMSS to alternative image SKU                                                                                                       https://aka.ms/DeprecatedImagesFAQ                                                                                                                                             High                  <nil>           <nil>                  microsoft.compute/virtualmachinescalesets
Hotfix - Upgrade to 2.6.14 version of the Async Java SDK v2 or to Java SDK v4                                                                                                            There's a critical bug in version 2.6.13 (and lower) of the Azure Cosmos DB Async Java SDK v2 causing errors when a Global logical sequence number (LSN) greater than the Max Integer value is reached. The error happens transparently to you by the service after a large volume of transactions occur in the lifetime of an Azure Cosmos DB container. Note: While this is a critical hotfix for the Async Java SDK v2, we still highly recommend you migrate to the [Java SDK v4](https://docs.microsoft.com/azure/cosmos-db/sql/sql-api-sdk-java-v4).  Upgrade to 2.6.14 version of the Async Java SDK v2                                     Upgrade to 2.6.14 version of the Async Java SDK v2                                     https://docs.microsoft.com/azure/cosmos-db/sql/sql-api-sdk-async-java                                                                                                                        bc9e5110-a220-4ab9-8bc9-53f92d3eef70  Upgrade to 2.6.14 version of the Async Java SDK v2 to avoid a critical issue or upgrade to Java SDK v4 as Async Java SDK v2 is being deprecated  https://docs.microsoft.com/azure/cosmos-db/sql/sql-api-sdk-async-java                                                                                                          High                  <nil>           <nil>                  microsoft.documentdb/databaseaccounts
Use the new 3.6+ endpoint to connect to your upgraded Azure Cosmos DB's API for MongoDB account                                                                                          Some of your applications are connecting to your upgraded Azure Cosmos DB's API for MongoDB account using the legacy 3.2 endpoint - [accountname].documents.azure.com. Use the new endpoint - [accountname].mongo.cosmos.azure.com (or its equivalent in sovereign, government, or restricted clouds).                                                                                                                                                                                                                                                      Supported and unsupported features of MongoDB version 4.0                              Supported and unsupported features of MongoDB version 4.0                              https://docs.microsoft.com/azure/cosmos-db/mongodb-feature-support-40                                                                                                                        123039b5-0fda-4744-9a17-d6b5d5d122b2  Use the new 3.6+ endpoint to connect to your upgraded Azure Cosmos DB's API for MongoDB account                                                  https://docs.microsoft.com/azure/cosmos-db/mongodb-feature-support-40                                                                                                          Medium                <nil>           <nil>                  microsoft.documentdb/databaseaccounts
Upgrade outdated Azure Cosmos DB SDK to the latest version                                                                                                                               An Azure Cosmos DB account using an old version of the SDK lacks the latest fixes and improvements. Your Azure Cosmos DB account is using an outdated version of the SDK. We recommend upgrading to the latest version for the latest fixes, performance improvements, and new feature capabilities.                                                                                                                                                                                                                                                        Upgrade your {language} SDK                                                            Upgrade your {language} SDK                                                            {recommendedActionLearnMore}                                                                                                                                                                 60a55165-9ccd-4536-81f6-e8dc6246d3d2  Upgrade your deprecated Azure Cosmos DB SDK to a supported version                                                                               https://docs.microsoft.com/azure/cosmos-db/                                                                                                                                    High                  <nil>           <nil>                  microsoft.documentdb/databaseaccounts
Upgrade your old Azure Cosmos DB SDK to the latest version                                                                                                                               Your Azure Cosmos DB account is using an old version of the SDK. We recommend upgrading to the latest version for the latest fixes, performance improvements, and new feature capabilities.                                                                                                                                                                                                                                                                                                                                                                 Upgrade your {language} SDK                                                            Upgrade your {language} SDK                                                            {recommendedActionLearnMore}                                                                                                                                                                 51a4e6bd-5a95-4a41-8309-40f5640fdb8b  Upgrade your old Azure Cosmos DB SDK to the latest version                                                                                       https://docs.microsoft.com/azure/cosmos-db/                                                                                                                                    Medium                <nil>           <nil>                  microsoft.documentdb/databaseaccounts
Azure Fluid Relay client library should be upgraded                                                                                                                                      If the Azure Fluid Relay service is invoked with an old client library, it might cause application problems. To ensure your application remains operational, upgrade your Azure Fluid Relay client library to the latest version. Upgrading provides the most up-to-date functionality, and enhancements in performance and stability.                                                                                                                                                                                                                      Upgrade your Azure Fluid Relay client library                                          Upgrade your Azure Fluid Relay client library                                          https://learn.microsoft.com/en-us/azure/azure-fluid-relay/concepts/version-compatibility                                                                                                     a5e8a0f8-2c84-407a-b3d8-f371d684363b  Upgrade your Azure Fluid Relay client library                                                                                                    https://learn.microsoft.com/en-us/azure/azure-fluid-relay/concepts/version-compatibility                                                                                       Medium                <nil>           <nil>                  microsoft.fluidrelay/fluidrelayservers
Upgrade Microsoft Edge device runtime to a supported version for IoT Hub                                                                                                                 When Edge devices use outdated versions, performance degradation might occur. We recommend you upgrade to the latest supported version of the Azure IoT Edge runtime.                                                                                                                                                                                                                                                                                                                                                                                       View to learn more about recommended action                                            View to learn more about recommended action                                            {recommendedActionLearnMore}                                                                                                                                                                 51b1fad8-4838-426f-9871-107bc089677b  Upgrade Microsoft Edge device runtime to a supported version for IoT Hub                                                                         https://aka.ms/IOTEdgeSDKCheck                                                                                                                                                 Medium                <nil>           <nil>                  microsoft.devices/iothubs
Upgrade device client SDK to a supported version for IotHub                                                                                                                              When devices use an outdated SDK, performance degradation can occur. Some or all of your devices are using an outdated SDK. We recommend you upgrade to a supported SDK version.                                                                                                                                                                                                                                                                                                                                                                            View to learn more about recommended action                                            View to learn more about recommended action                                            {recommendedActionLearnMore}                                                                                                                                                                 d448c687-b808-4143-bbdc-02c35478198a  Upgrade Device Client SDK for IotHub                                                                                                             https://aka.ms/iothubsdk                                                                                                                                                       Medium                <nil>           <nil>                  microsoft.devices/iothubs
Critical issue - Upgrade to the current recommended version of the Java SDK v4                                                                                                           There's a critical bug in version 4.15 and lower of the Azure Cosmos DB Java SDK v4 causing errors when a Global logical sequence number (LSN) greater than the Max Integer value is reached. This happens transparently to you by the service after a large volume of transactions occur in the lifetime of an Azure Cosmos DB container. Avoid this problem by upgrading to the current recommended version of the Java SDK v4                                                                                                                            Critical - Upgrade to the current recommended version of the Java SDK v4               Critical - Upgrade to the current recommended version of the Java SDK v4               https://docs.microsoft.com/azure/cosmos-db/sql/sql-api-sdk-java-v4                                                                                                                           38942ae5-3154-4e0b-98d9-23aa061c334b  Upgrade to the current recommended version of the Java SDK v4 to avoid a critical issue                                                          https://docs.microsoft.com/azure/cosmos-db/sql/sql-api-sdk-java-v4                                                                                                             High                  <nil>           <nil>                  microsoft.documentdb/databaseaccounts
Upgrade to the latest version of AKS enabled by Arc                                                                                                                                      Upgrade to the latest version of API/SDK of AKS enabled by Azure Arc for new functionality and improved stability.                                                                                                                                                                                                                                                                                                                                                                                                                                          Upgrade to the latest version of AKS enabled by Arc                                    Upgrade to the latest version of AKS enabled by Arc                                    https://aka.ms/AKSArcAzureAdvisorRecommendation                                                                                                                                              09e56b5a-9a00-47a7-82dd-9bd9569eb6ed  Upgrade to the latest version of AKS enabled by Arc                                                                                              https://azure.github.io/azure-sdk/releases/latest/index.html                                                                                                                   Low                   <nil>           <nil>                  microsoft.azurestackhci/clusters
Upgrade to the latest version of AKS enabled by Arc                                                                                                                                      Upgrade to the latest version of API/SDK of AKS enabled by Azure Arc for new functionality and improved stability.                                                                                                                                                                                                                                                                                                                                                                                                                                          Upgrade to the latest version of AKS enabled by Arc                                    Upgrade to the latest version of AKS enabled by Arc                                    https://aka.ms/AKSArcAzureAdvisorRecommendation                                                                                                                                              2ac72093-309f-41ec-bf9d-55e9fc490563  Upgrade to the latest version of AKS enabled by Arc                                                                                              https://azure.github.io/azure-sdk/releases/latest/index.html                                                                                                                   Low                   <nil>           <nil>                  microsoft.azurestackhci/clusters
Upcoming Breaking Changes for Microsoft Flux Extension                                                                                                                                   The Microsoft Flux extension frequently receives updates for security and stability. The upcoming update, in line with the OSS Flux Project, will modify the HelmRelease and HelmChart APIs by removing deprecated fields. To avoid disruption to your workloads, necessary action is needed.                                                                                                                                                                                                                                                               Update Flux Configuration Deployments                                                  Update Flux Configuration Deployments                                                  https://aka.ms/fluxreleasenotes                                                                                                                                                              79cfad72-9b6d-4215-922d-7df77e1ea3bb  Upcoming Breaking Changes for Microsoft Flux Extension                                                                                           https://aka.ms/fluxreleasenotes                                                                                                                                                High                  <nil>           <nil>                  microsoft.kubernetesconfiguration/extensions
Migrate away from Azure CDN from Edgio by January 15, 2025                                                                                                                               Migrate from Azure CDN Standard/Premium by Edgio before 15 January 2025 when the Edgio platform is scheduled to shut down. It is recommended to move to Azure Front Door for compatibility. Alternatively, consider using Azure Traffic Manager or Akamai CDN available in the Azure Marketplace.                                                                                                                                                                                                                                                           Migrate Azure CDN from Edgio to Azure Front Door                                       Migrate Azure CDN from Edgio to Azure Front Door                                       https://aka.ms/migrate-from-edigo                                                                                                                                                            2c9e3f2a-7373-45e1-ab8b-f361e5f0c37f  Migrate away from Azure CDN from Edgio by January 15, 2025                                                                                       https://azure.microsoft.com/updates?id=467688                                                                                                                                  High                  <nil>           <nil>                  microsoft.cdn/profiles
Upgrade to Transport Layer Security (TLS) 1.2                                                                                                                                            Upgrade to Transport Layer Security (TLS) 1.2 from TLS 1.0 or TLS 1.1 for the application. TLS 1.0 and TLS 1.1 were deprecated in March 2021.                                                                                                                                                                                                                                                                                                                                                                                                               Upgrade to Transport Layer Security (TLS) 1.2                                          Upgrade to Transport Layer Security (TLS) 1.2                                          https://aka.ms/mysql/tls                                                                                                                                                                     f259e897-9924-45db-a1ea-788f768548da  Upgrade to Transport Layer Security (TLS) 1.2                                                                                                    https://learn.microsoft.com/azure/mysql/flexible-server/concepts-networking#tls-and-ssl                                                                                        High                  <nil>           <nil>                  microsoft.dbformysql/flexibleservers
Upgrade to the newest version of the listQueryKeys request                                                                                                                               Upgrade to the newest version of the Search/searchServices/mysearchservice/listQueryKeys request. The platform identified resources under the subscription using an outdated version of the Search/searchServices/mysearchservice/listQueryKeys request.                                                                                                                                                                                                                                                                                                    Use the newest version of the listQueryKeys request                                    Use the newest version of the listQueryKeys request                                    https://aka.ms/AAtrgoe                                                                                                                                                                       e24f566a-0ea9-4a6b-94c5-be0a73f251c8  Upgrade to the newest version of the listQueryKeys request                                                                                       https://learn.microsoft.com/rest/api/searchmanagement/query-keys/list-by-search-service                                                                                        Medium                <nil>           <nil>                  microsoft.search/searchservices
