displayName                                                                                      detailedDescription                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         caption                                                                                              description                                                                                          documentLink                                                                                                                                                                    id                                    label                                                                                                                                            learnMoreLink                                                                                                                                                        recommendationImpact  retirementDate  retirementFeatureName  supportedResourceType
Upgrade to the newest version of the listQueryKeys request                                       Upgrade to the newest version of the Search/searchServices/mysearchservice/listQueryKeys request. The platform identified resources under the subscription using an outdated version of the Search/searchServices/mysearchservice/listQueryKeys request.                                                                                                                                                                                                                                                                                                    Use the newest version of the listQueryKeys request                                                  Use the newest version of the listQueryKeys request                                                  https://aka.ms/AAtrgoe                                                                                                                                                          e24f566a-0ea9-4a6b-94c5-be0a73f251c8  Upgrade to the newest version of the listQueryKeys request                                                                                       https://learn.microsoft.com/rest/api/searchmanagement/query-keys/list-by-search-service                                                                              Medium                <nil>           <nil>                  microsoft.search/searchservices
Hotfix - Upgrade to 2.6.14 version of the Async Java SDK v2 or to Java SDK v4                    There's a critical bug in version 2.6.13 (and lower) of the Azure Cosmos DB Async Java SDK v2 causing errors when a Global logical sequence number (LSN) greater than the Max Integer value is reached. The error happens transparently to you by the service after a large volume of transactions occur in the lifetime of an Azure Cosmos DB container. Note: While this is a critical hotfix for the Async Java SDK v2, we still highly recommend you migrate to the [Java SDK v4](https://docs.microsoft.com/azure/cosmos-db/sql/sql-api-sdk-java-v4).  Upgrade to 2.6.14 version of the Async Java SDK v2                                                   Upgrade to 2.6.14 version of the Async Java SDK v2                                                   https://docs.microsoft.com/azure/cosmos-db/sql/sql-api-sdk-async-java                                                                                                           bc9e5110-a220-4ab9-8bc9-53f92d3eef70  Upgrade to 2.6.14 version of the Async Java SDK v2 to avoid a critical issue or upgrade to Java SDK v4 as Async Java SDK v2 is being deprecated  https://docs.microsoft.com/azure/cosmos-db/sql/sql-api-sdk-async-java                                                                                                High                  <nil>           <nil>                  microsoft.documentdb/databaseaccounts
Upgrade outdated Azure Cosmos DB SDK to the latest version                                       An Azure Cosmos DB account using an old version of the SDK lacks the latest fixes and improvements. Your Azure Cosmos DB account is using an outdated version of the SDK. We recommend upgrading to the latest version for the latest fixes, performance improvements, and new feature capabilities.                                                                                                                                                                                                                                                        Upgrade your {language} SDK                                                                          Upgrade your {language} SDK                                                                          {recommendedActionLearnMore}                                                                                                                                                    60a55165-9ccd-4536-81f6-e8dc6246d3d2  Upgrade your deprecated Azure Cosmos DB SDK to a supported version                                                                               https://docs.microsoft.com/azure/cosmos-db/                                                                                                                          High                  <nil>           <nil>                  microsoft.documentdb/databaseaccounts
Azure Fluid Relay client library should be upgraded                                              If the Azure Fluid Relay service is invoked with an old client library, it might cause application problems. To ensure your application remains operational, upgrade your Azure Fluid Relay client library to the latest version. Upgrading provides the most up-to-date functionality, and enhancements in performance and stability.                                                                                                                                                                                                                      Upgrade your Azure Fluid Relay client library                                                        Upgrade your Azure Fluid Relay client library                                                        https://learn.microsoft.com/en-us/azure/azure-fluid-relay/concepts/version-compatibility                                                                                        a5e8a0f8-2c84-407a-b3d8-f371d684363b  Upgrade your Azure Fluid Relay client library                                                                                                    https://learn.microsoft.com/en-us/azure/azure-fluid-relay/concepts/version-compatibility                                                                             Medium                <nil>           <nil>                  microsoft.fluidrelay/fluidrelayservers
Critical issue - Upgrade to the current recommended version of the Java SDK v4                   There's a critical bug in version 4.15 and lower of the Azure Cosmos DB Java SDK v4 causing errors when a Global logical sequence number (LSN) greater than the Max Integer value is reached. This happens transparently to you by the service after a large volume of transactions occur in the lifetime of an Azure Cosmos DB container. Avoid this problem by upgrading to the current recommended version of the Java SDK v4                                                                                                                            Critical - Upgrade to the current recommended version of the Java SDK v4                             Critical - Upgrade to the current recommended version of the Java SDK v4                             https://docs.microsoft.com/azure/cosmos-db/sql/sql-api-sdk-java-v4                                                                                                              38942ae5-3154-4e0b-98d9-23aa061c334b  Upgrade to the current recommended version of the Java SDK v4 to avoid a critical issue                                                          https://docs.microsoft.com/azure/cosmos-db/sql/sql-api-sdk-java-v4                                                                                                   High                  <nil>           <nil>                  microsoft.documentdb/databaseaccounts
Upgrade your HDInsight Cluster                                                                   A cluster not using the latest image does not have the latest upgrades. Your cluster is not using the latest image. We recommend you use the latest versions of HDInsight images for the best of open source updates, Azure updates, and security fixes. HDInsight releases happen every 30 to 60 days.                                                                                                                                                                                                                                                     Azure HDInsight release notes                                                                        Azure HDInsight release notes                                                                        https://learn.microsoft.com/en-us/azure/hdinsight/hdinsight-release-notes                                                                                                       97355d8e-59ae-43ff-9214-d4acf728467a  Upgrade your HDInsight Cluster                                                                                                                   https://learn.microsoft.com/en-us/azure/hdinsight/hdinsight-release-notes                                                                                            High                  <nil>           <nil>                  microsoft.hdinsight/clusters
Migrate to supported version of AGC                                                              The version of Application Gateway for Containers was provisioned with a preview version and is not supported for production. Ensure you provision a new gateway using the latest API version.                                                                                                                                                                                                                                                                                                                                                              Use latest AGC API                                                                                   Use latest AGC API                                                                                   https://aka.ms/appgwcontainers/docs                                                                                                                                             db83b3d4-96e5-4cfe-b736-b3280cadd163  Migrate to supported version of AGC                                                                                                              https://aka.ms/appgwcontainers/docs                                                                                                                                  High                  <nil>           <nil>                  microsoft.servicenetworking/trafficcontrollers
VM agent is 9.9.9.9. Upgrade the cluster.                                                        Our records indicate that one or more of your clusters are using images dated February 2022 or older (image versions 2202xxxxxx or older). There is a potential reliability issue on HDInsight clusters that use images dated February 2022 or older. Consider rebuilding your clusters with newest image.                                                                                                                                                                                                                                                  Upgrade your cluster to newest image                                                                 Upgrade your cluster to newest image                                                                 https://aka.ms/hdiupgrade                                                                                                                                                       e4635832-0ab1-48b1-a386-c791197189e6  VM agent is 9.9.9.9. Upgrade the cluster.                                                                                                        https://aka.ms/hdiupgrade                                                                                                                                            High                  <nil>           <nil>                  microsoft.hdinsight/clusters
Upgrade your VMSS to alternative image version                                                   VMSS in your subscription are running on images that have been scheduled for deprecation. Once the image is deprecated, your VMSS workloads would no longer scale out. Upgrade to newer version of the image to prevent disruption to your workload.                                                                                                                                                                                                                                                                                                        Upgrade your VMSS to alternative image version                                                       Upgrade your VMSS to alternative image version                                                       https://aka.ms/DeprecatedImagesFAQ                                                                                                                                              3b739bd1-c193-4bb6-a953-1362ee3b03b2  Upgrade your VMSS to alternative image version                                                                                                   https://aka.ms/DeprecatedImagesFAQ                                                                                                                                   High                  <nil>           <nil>                  microsoft.compute/virtualmachinescalesets
Instrumentation key based global ingestion is being retired                                      Technical support for instrumentation key based global ingestion in the Application Insights feature of Azure Monitor is retiring.                                                                                                                                                                                                                                                                                                                                                                                                                          Migrate from Application Insights instrumentation keys to connection strings                         Migrate from Application Insights instrumentation keys to connection strings                         https://aka.ms/MigrateToConnectionString                                                                                                                                        04c68318-4e7c-4a88-a5e1-937ec12c1779  Instrumentation key based global ingestion is being retired                                                                                      https://azure.microsoft.com/updates/technical-support-for-instrumentation-key-based-global-ingestion-in-application-insights-will-end-on-31-march-2025/              Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Virtual machines in NCv3-series is being retired.                                                To avoid any disruption to your service, we recommend that you change the VM sizing for your workloads from the current NCv3-series VMs to the newer VM series in the same NC product line.                                                                                                                                                                                                                                                                                                                                                                 Evaluate the other virtual machines option                                                           Evaluate the other virtual machines option                                                           https://aka.ms/nc24rsv3migrationguide                                                                                                                                           1c5fb9ab-77aa-4298-9caf-2a38f9feecdb  Virtual machines in NCv3-series is being retired.                                                                                                https://azure.microsoft.com/updates?id=standardnc6sv3-standardnc12sv3-and-standardnc24sv3-azure-virtual-machines-will-be-retired-on-september-30-2025                Medium                <nil>           <nil>                  microsoft.compute/virtualmachines
Event Grid requires using TLS 1.2 or later                                                       Support for TLS 1.0 and TLS 1.1 ends on the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Use TLS 1.2 or later                                                                                 Use TLS 1.2 or later                                                                                 https://go.microsoft.com/fwlink/?linkid=2282034                                                                                                                                 2cbab16d-94e4-47ea-b91e-5e8ad06e007e  Event Grid requires using TLS 1.2 or later                                                                                                       https://azure.microsoft.com/updates?id=TLS-changes-for-Azure-Event-Grid                                                                                              High                  <nil>           <nil>                  microsoft.eventgrid/domains
Support for  Azure Database for PostgreSQL Flexible Server version 11 is being retired.          Upgrade your PostgreSQL 11 database servers to version 13 or later                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Upgrade your PostgreSQL 11 database servers                                                          Upgrade your PostgreSQL 11 database servers                                                          https://learn.microsoft.com/azure/postgresql/flexible-server/concepts-version-policy?WT.mc_id=Portal-AppInsightsExtension#postgresql-11-support                                 49b73d1f-caf4-47ca-899e-5214af89827c  Support for  Azure Database for PostgreSQL Flexible Server version 11 is being retired.                                                          https://learn.microsoft.com/azure/postgresql/flexible-server/concepts-version-policy?WT.mc_id=Portal-AppInsightsExtension#postgresql-11-support                      Medium                <nil>           <nil>                  microsoft.dbforpostgresql/flexibleservers
Event Grid requires using TLS 1.2 or later                                                       Support for TLS 1.0 and TLS 1.1 ends on the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Use TLS 1.2 or later                                                                                 Use TLS 1.2 or later                                                                                 https://go.microsoft.com/fwlink/?linkid=2282242                                                                                                                                 64f39d77-dca5-479a-b2d8-916d24fe9a61  Event Grid requires using TLS 1.2 or later                                                                                                       https://azure.microsoft.com/updates?id=TLS-changes-for-Azure-Event-Grid                                                                                              High                  <nil>           <nil>                  microsoft.eventgrid/namespaces
Event Grid requires using TLS 1.2 or later                                                       Support for TLS 1.0 and TLS 1.1 ends on the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Use TLS 1.2 or later                                                                                 Use TLS 1.2 or later                                                                                 https://go.microsoft.com/fwlink/?linkid=2282242                                                                                                                                 b91050c5-907e-4ab7-8216-70bb36dc4360  Event Grid requires using TLS 1.2 or later                                                                                                       https://azure.microsoft.com/updates?id=TLS-changes-for-Azure-Event-Grid                                                                                              High                  <nil>           <nil>                  microsoft.eventgrid/partnernamespaces
Application Gateway V1 is being retired.                                                         The platform encourages you to make the switch to Application Gateway V2 to avoid potential disruptions.                                                                                                                                                                                                                                                                                                                                                                                                                                                    Transition to Application Gateway V2                                                                 Transition to Application Gateway V2                                                                 https://learn.microsoft.com/azure/application-gateway/migrate-v1-v2                                                                                                             a62f1141-8da0-4e23-a953-eaaa7b8bc475  Application Gateway V1 is being retired.                                                                                                         https://azure.microsoft.com/updates?id=application-gateway-v1-will-be-retired-on-28-april-2026-transition-to-application-gateway-v2                                  Medium                <nil>           <nil>                  microsoft.network/applicationgateways
Event Grid requires using TLS 1.2 or later                                                       Support for TLS 1.0 and TLS 1.1 ends on the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Use TLS 1.2 or later                                                                                 Use TLS 1.2 or later                                                                                 https://go.microsoft.com/fwlink/?linkid=2282034                                                                                                                                 ef89da0a-b5d9-4f20-adfb-defbb7f6c1a4  Event Grid requires using TLS 1.2 or later                                                                                                       https://azure.microsoft.com/updates?id=TLS-changes-for-Azure-Event-Grid                                                                                              High                  <nil>           <nil>                  microsoft.eventgrid/topics
Azure Cache for Redis requires TLS 1.2 or later                                                  Azure Cache for Redis is moving toward requiring the use of the TLS 1.2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     The applications must use TLS 1.2 or later                                                           The applications must use TLS 1.2 or later                                                           https://learn.microsoft.com/azure/azure-cache-for-redis/cache-remove-tls-10-11?WT.mc_id=Portal-AppInsightsExtension                                                             7d52ea61-38f4-4be4-aee5-93063129458d  Azure Cache for Redis requires TLS 1.2 or later                                                                                                  https://learn.microsoft.com/azure/azure-cache-for-redis/cache-remove-tls-10-11?WT.mc_id=Portal-AppInsightsExtension                                                  High                  <nil>           <nil>                  microsoft.cache/redis
Standard_M192ids_v2 is being retired.                                                            Workloads running Standard_M192ids_v2 are deleted and associated application data is lost.                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Migrate to the selected replacement product                                                          Migrate to the selected replacement product                                                          https://learn.microsoft.com/azure/virtual-machines/msv2-mdsv2-isolated-retirement                                                                                               06e322e4-61bd-4399-8074-09eef9272950  Standard_M192ids_v2 is being retired.                                                                                                            https://azure.microsoft.com/updates?id=community-support-for-standardm192idsv2-is-ending-on-31-march-2027                                                            Medium                <nil>           <nil>                  microsoft.compute/virtualmachines
SMART on FHIR proxy feature in Azure Health Data Services is being retired.                      Applications relying on SMART on FHIR proxy report errors in accessing the FHIR service after the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                          Transition to the SMART on FHIR (Enhanced)                                                           Transition to the SMART on FHIR (Enhanced)                                                           https://learn.microsoft.com/azure/healthcare-apis/fhir/smart-on-fhir                                                                                                            d649a10e-87a5-4f0d-b9f8-eb21f8b17064  SMART on FHIR proxy feature in Azure Health Data Services is being retired.                                                                      https://azure.microsoft.com/updates?id=smart-on-fhir-proxy-feature-in-azure-health-data-services-will-be-retired-on-21st-september-2026-transition-to-smart-on-fhir  Medium                <nil>           <nil>                  microsoft.healthcareapis/workspaces/fhirservices
Application Gateway Web Application Firewall v2 configuration is planned for retirement          To continue using this service, switch to Application Gateway WAF v2 Policy before the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                                     Transition to Application Gateway WAF v2 - WAF Policy                                                Transition to Application Gateway WAF v2 - WAF Policy                                                https://aka.ms/ConfigUpgrade                                                                                                                                                    13d4b9e9-e144-4fa6-8d03-38b1c9f2b4a3  Application Gateway Web Application Firewall v2 configuration is planned for retirement                                                          https://azure.microsoft.com/updates?id=retirement-support-for-application-gateway-web-application-firewall-v2-configuration-is-ending                                Medium                <nil>           <nil>                  microsoft.network/applicationgateways
Azure QnAMaker is being retired.                                                                 Beginning October 1, 2022, you aren't be able to create new QnA Maker resources or knowledge bases. All QnA Maker resources and knowledge bases created before that date are supported until the retirement date.                                                                                                                                                                                                                                                                                                                                           Create a Cognitive Service for Language resource                                                     Create a Cognitive Service for Language resource                                                     https://learn.microsoft.com/azure/ai-services/language-service/question-answering/how-to/migrate-qnamaker?context=%2Fazure%2Fcognitive-services%2Fqnamaker%2Fcontext%2Fcontext  5046219d-e79f-46bf-a68f-0ccb5166f5fd  Azure QnAMaker is being retired.                                                                                                                 https://azure.microsoft.com/updates?id=azure-qna-maker-will-be-retired-on-31-march-2025                                                                              High                  <nil>           <nil>                  microsoft.cognitiveservices/accounts
Azure CDN Standard from Microsoft (classic) is being retired.                                    To avoid service disruptions, you need to migrate to Azure Front Door Standard or Premium                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Migrate to Azure Front Door Standard or Premium                                                      Migrate to Azure Front Door Standard or Premium                                                      https://learn.microsoft.com/azure/cdn/migrate-tier                                                                                                                              52ff3019-62b0-4905-b016-da35fa6bbddc  Azure CDN Standard from Microsoft (classic) is being retired.                                                                                    https://azure.microsoft.com/updates?id=Azure-CDN-Standard-from-Microsoft-classic-will-be-retired-on-30-September-2027                                                Medium                <nil>           <nil>                  microsoft.cdn/profiles
Service Bus requires using TLS 1.2 or later                                                      To enhance security and provide best-in-class encryption for your data, we require interactions with Azure services to be secured using Transport Layer Security (TLS) 1.2 or later before the retirement date.                                                                                                                                                                                                                                                                                                                                             Update the minimum TLS version for the namespace                                                     Update the minimum TLS version for the namespace                                                     https://learn.microsoft.com/azure/service-bus-messaging/transport-layer-security-configure-minimum-version?WT.mc_id=Portal-AppInsightsExtension                                 3944d712-bd2c-473a-bd4d-6e8c8858f087  Service Bus requires using TLS 1.2 or later                                                                                                      https://learn.microsoft.com/azure/service-bus-messaging/transport-layer-security-configure-minimum-version?WT.mc_id=Portal-AppInsightsExtension                      High                  <nil>           <nil>                  microsoft.servicebus/namespaces
VpnGw1-5 (Non-Availability Zones SKUs) is being retired.                                         Due to the lack of redundancy, lower availability, and potential higher costs associated with other failover solution; the platform is transitioning all SKUs without availability zones to SKUs with availability zones.                                                                                                                                                                                                                                                                                                                                   Gateways will be automatically migrated                                                              Gateways will be automatically migrated                                                              https://go.microsoft.com/fwlink/?linkid=2280773                                                                                                                                 4d9ee0c5-6fbd-41d3-864f-b9251c92eebc  VpnGw1-5 (Non-Availability Zones SKUs) is being retired.                                                                                         https://azure.microsoft.com/updates?id=vpngw1-5-non-az-skus-will-be-retired-on-30-september-2026                                                                     Medium                <nil>           <nil>                  microsoft.network/virtualnetworkgateways
Basic SKU is being retired                                                                       If you have any Basic SKU public IP addresses deployed in Azure Cloud Services (extended support), those deployments aren't affected by this retirement and you don't need to take any action for them.                                                                                                                                                                                                                                                                                                                                                     Upgrade to Standard SKU public IP addresses                                                          Upgrade to Standard SKU public IP addresses                                                          https://aka.ms/ipbasictostandard                                                                                                                                                557fc33a-46a3-4688-9f09-0aa6ae3d38d7  Basic SKU is being retired                                                                                                                       https://azure.microsoft.com/updates?id=upgrade-to-standard-sku-public-ip-addresses-in-azure-by-30-september-2025-basic-sku-will-be-retired                           Medium                <nil>           <nil>                  microsoft.network/publicipaddresses
Azure Cosmos DB requires using TLS 1.2 or later                                                  All Cosmos DB database accounts must use Transport Layer Security (TLS) 1.2 or higher                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Configure TLS 1.2 protocol or higher                                                                 Configure TLS 1.2 protocol or higher                                                                 https://learn.microsoft.com/azure/cosmos-db/self-serve-minimum-tls-enforcement?WT.mc_id=Portal-AppInsightsExtension                                                             3086bd6c-a257-4577-9401-fa9d1e0ce48a  Azure Cosmos DB requires using TLS 1.2 or later                                                                                                  https://learn.microsoft.com/azure/cosmos-db/self-serve-minimum-tls-enforcement?WT.mc_id=Portal-AppInsightsExtension                                                  High                  <nil>           <nil>                  microsoft.documentdb/databaseaccounts
